geneSymbol	Sample_3	Sample_4	Sample_6	Sample_7	Sample_8	Sample_9	Sample_34	Sample_35	Sample_36	Sample_38	Sample_39	Sample_40	Sample_62	Sample_63	Sample_64	Sample_67	Sample_68	Untreated1	Untreated2	HighDose1	HighDose2	Survivors1	Survivors2
ZNF675	187	95	22	55	772	183	654	122	141	87	216	7	113	6	79	1593	1424	304	1010	0	14	198	3017
ZNF681	11	31	17	89	8	202	175	12	7	36	167	2	30	9	72	4	67	59	299	0	9501	111	71
RPSA	2053	2321	112	196	774	1405	2208	1671	461	1215	1437	5443	2838	3661	810	1836	1560	4486	2375	0	3073	6363	3396
AK125686	40	1006	16	93	925	1030	340	54	0	36	11	5	131	22	132	204	116	1062	2048	0	13	285	320
BC015383	20	9	9	92	8	280	0	2	0	4	0	0	3	0	115	11	101	38	380	0	13	118	112
AK092080	1091	3592	114	0	382	105	1261	14	42	920	13	6	873	7	14	115	23	4797	487	0	340	894	138
AK092150	1091	3592	114	0	382	105	1261	14	42	920	13	6	873	7	14	115	23	4797	487	0	6	894	138
ZNF254	1540	7592	135	1404	445	487	2519	1356	63	1168	28	140	10849	23	17	181	47	9267	2336	0	299	10889	228
AK075337	4	131	0	0	149	2	9	14	0	3	2	4	0	0	0	0	0	135	151	0	2	0	0
AK094188	2	2	2	0	2	0	67	13	109	25	28	16	0	9	2	0	0	6	2	0	2	11	0
LOC148189	0	2	3	885	1	0	186	23	5	4	61	0	1	9	0	0	0	5	886	0	94	10	0
BC024732	0	1056	19	3	5	73	263	99	27	10	122	2	600	23	800	10	8	1075	81	0	57	1423	18
DQ586608	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0
BC068609	2317	235	343	68	502	215	1238	176	306	1163	560	245	359	252	145	209	167	2895	785	0	797	756	376
LOC148145	0	2	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	3	0	0	4139	1	2
LOC100505835	4	11	10	9	13	0	1	5	1	2	3	0	3	7	1	6	4	25	22	0	187	11	10
UQCRFS1	1138	226	4	0	15	1397	2075	5123	165	209	75	2	686	502	30	5855	1243	1368	1412	0	2	1218	7098
LOC284395	51	32	227	29	60	25	116	29	20	51	15	36	66	29	19	73	31	310	114	0	0	114	104
POP4	342	322	2	0	5	543	545	3796	3	126	490	4	193	1615	4	8	117	666	548	0	1510	1812	125
PLEKHF1	0	0	6	2	3	0	95	1489	17	1	0	0	3	0	1	6	2	6	5	0	404	4	8
C19orf12	330	4	11	2	648	1	866	1081	49	21	2	0	504	1	1	3	473	345	651	0	410	506	476
CCNE1	29	2	4	4	5	1	268	2133	5	702	594	2	4	2	0	1	2	35	10	0	86	6	3
URI1	4002	11941	56	307	19106	914	5335	1238	290	2123	192	3781	8446	1574	1025	17404	1320	15999	20327	0	122	11045	18724
C19orf2	3998	11936	47	304	19102	912	5323	1238	289	2118	192	3664	8439	1569	1025	17399	1320	15981	20318	0	9501	11033	18719
RMP	373	10984	29	7	17237	679	3565	581	29	1099	10	2255	7168	595	862	11427	869	11386	17923	0	9501	8625	12296
ZNF536	173	74	70	6	45	21	233	23	28	53	31	44	142	26	19	70	77	317	72	0	9501	187	147
AK091070	2	0	0	0	0	4	2	2	2	0	0	0	0	2	0	0	4	2	4	0	9501	2	4
BC040412	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	9501	2	0
AX746504	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	9491	0	2
TSHZ3	33	15	165	10	28	14	37	13	3	14	11	10	16	13	16	47	15	213	52	0	9076	45	62
BC043286	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	4805	0	0
AK097493	4	4	3	0	2	2	2	4	2	3	1	5	4	6	14	11	2	11	4	0	4006	24	13
ZNF507	1692	16043	5690	8	1020	2480	1278	1591	119	35	28	6900	2239	2544	9394	2449	459	23425	3508	0	4006	14177	2908
DPY19L3	2173	6093	32	17	5920	1329	330	30	44	125	366	1702	3134	8713	9	2026	1262	8298	7266	0	876	11856	3288
PDCD5	1959	4964	1	1759	1462	394	969	1127	219	1233	559	4015	1552	1309	2987	2600	408	6924	3615	0	876	5848	3008
ANKRD27	1981	61	35	11	732	2510	3720	1688	304	70	563	5979	507	73	2706	267	8644	2077	3253	0	39	3286	8911
RGS9BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3736	0	0
TDRD12	26	33	53	6	41	10	184	37	33	72	96	66	40	10	10	2443	147	112	57	0	3736	60	2590
SLC7A9	78	164	58	46	146	44	42	24	16	30	23	9	64	94	44	103	153	300	236	0	24518	202	256
CEP89	2619	101	1034	14	304	1159	3005	2081	34	749	353	16	296	1545	2201	89	1545	3754	1477	0	21341	4042	1634
C19orf40	0	0	2	0	2	0	5	0	1	0	2	2	3	0	2	2	0	2	2	0	1450	5	2
RHPN2	14	37	50	12	339	10	480	147	14	316	2559	12	17	15	11	50	17	101	361	0	5550	43	67
GPATCH1	93	41	18	4	2230	1709	175	717	374	199	7	17	608	13	611	16	212	152	3943	0	5550	1232	228
WDR88	57	12	14	3	11	4	32	2	6	39	7	9	14	4	2	25	11	83	18	0	5550	20	36
LRP3	3	6	76	2	518	2	5	397	7	0	2	0	18	13	12	16	44	85	522	0	159	43	60
SLC7A10	4	0	6	0	1	2	8	68	2	2	2	1	3	1	0	2	3	10	3	0	16622	4	5
CEBPA	0	0	0	2	0	0	0	3	0	2	0	0	3	0	0	0	1	0	2	0	20543	3	1
LOC80054	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	120	3	0
CEBPG	17	387	14	1546	111	4947	788	2150	20	65	0	401	1941	1922	71	1318	142	418	6604	0	1948	3934	1460
PEPD	1365	33	196	17	916	945	986	610	24	51	9	42	215	270	35	12468	969	1594	1878	0	7842	520	13437
CHST8	25	23	77	12	47	11	52	15	31	34	19	34	46	38	11	52	29	125	70	0	4181	95	81
KCTD15	4	6	16	0	1	0	4	1	1	3	0	0	2	0	3	2	2	26	1	0	8744	5	4
LSM14A	8292	14069	28474	994	5874	6030	6724	6681	351	2127	991	5109	16585	5314	6732	15951	4966	50835	12898	0	8744	28631	20917
KIAA0355	1242	39	44	15	249	807	2203	5306	30	195	22	2912	481	108	518	488	9381	1325	1071	0	4181	1107	9869
GPI	7859	4641	136	2339	8158	8089	6387	3378	1141	1690	669	5873	7321	681	2963	48006	3860	12636	18586	0	8744	10965	51866
PDCD2L	11	9	10	0	14	8	576	16	80	357	1213	7	2998	421	4	154	9	30	22	0	4181	3423	163
UBA2	575	5233	102	5	597	829	1561	2096	737	158	483	21	4947	243	1018	89	1618	5910	1431	0	4181	6208	1707
WTIP	5	13	7	1	5	92	157	134	1	11	5	6	5	4	1	5	427	25	98	0	4181	10	432
SCGB2B2	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	13	0	4	0	4181	2	13
AX748165	105	2828	236	7	1134	35	663	29	28	77	22	22	347	337	25	185	77	3169	1176	0	4181	709	262
ZNF302	0	213	6	1708	12	258	272	528	24	234	5	15	7	19	47	441	8825	219	1978	0	4181	73	9266
ZNF181	0	49	6	6	0	47	186	759	3	19	2	7	6	5	463	25	665	55	53	0	4181	474	690
DQ583499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4181	0	0
DQ571149	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	4181	0	0
DQ574292	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	4181	0	0
DQ600156	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4181	0	0
DQ588170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4145	0	0
DQ587139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0
DQ578901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
DQ593116	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7309	0	0
DQ591726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	0	0
LOC400685	9	12	68	2	11	12	6	2	4	9	4	2	58	52	35	51	38	89	25	0	1041	145	89
AK125858	7	5	7	1	4	0	13	3	4	6	0	2	5	2	3	4	2	19	5	0	2902	10	6
DQ595361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ589456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0
DQ585741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4138	0	0
DQ572701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4138	0	0
DQ574380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4004	0	0
DQ585554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0
DQ579711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0
DQ577683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
DQ571071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
DQ574970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DQ587495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
DQ595165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
DQ570111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
DQ601812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ577903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ590919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ582882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9456	0	0
DQ595116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9456	0	0
DQ578267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9456	0	0
BC031235	0	8	8	2	5	2	16	4	3	9	12	0	4	14	4	14	6	16	9	0	431	22	20
ZNF30	1	2	12	0	4	6	232	190	4	11	2	141	6	3	4	16	5	15	10	0	7344	13	21
ZNF792	51	0	25	4	10	1831	1519	596	107	3	2	2	96	272	8	26528	2286	76	1845	0	25	376	28814
GRAMD1A	2829	49	11	5	411	400	2340	404	272	3	4	5	118	485	418	29	3397	2888	816	0	6249	1021	3426
SCN1B	0	2	2	0	1	0	69	3	0	4	2	0	0	0	0	0	0	4	1	0	3598	0	0
HPN	8	4	13	0	10	2	13	1	2	7	1	2	11	7	6	8	7	25	12	0	4111	24	15
LOC100128675	12	27	26	6	23	12	25	8	7	11	3	7	12	7	8	28	15	65	41	0	4111	27	43
FXYD3	1	3	3	0	1	0	1	1	1	1	0	1	6	2	2	4	8	7	1	0	8087	10	12
LGI4	18	23	15	10	15	3	1	1	2	5	2	0	25	17	2	39	6	56	28	0	4111	44	45
FXYD1	0	1	3	1	1	0	0	1	1	3	0	0	0	0	0	1	0	4	2	0	15	0	1
FXYD7	0	3	11	5	1	0	18	1	4	3	1	3	4	0	0	5	4	14	6	0	2782	4	9
FXYD5	1637	262	5	24	1938	84	10292	12837	324	1035	8213	128	106	233	13	1	4	1904	2046	0	6543	352	5
AX747741	1408	234	0	19	91	0	2181	2421	19	242	951	6	0	0	1	0	3	1642	110	0	1265	1	3
FAM187B	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	10778	1	1
LSR	3	116	10	0	225	2107	469	557	6	34	59	0	0	0	2	3	2	129	2332	0	11405	2	5
USF2	47	27	3	3	123	112	441	1165	6	265	0	412	4	9	2349	3675	233	77	238	0	2782	2362	3908
HAMP	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	15	0	2
MAG	13	14	288	4	18	17	33	3	14	11	1	5	12	4	530	15	21	315	39	0	6509	546	36
CD22	2383	98	26	23	11286	2057	225	8	27	6	202	10	853	291	21	10029	663	2507	13366	0	5254	1165	10692
FFAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FFAR3	0	0	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	3	0	0
LOC100128682	3	1	7	0	6	0	47	0	3	3	2	1	17	1	0	5	0	11	6	0	4	18	5
FFAR2	0	0	8	0	0	0	0	0	0	0	1	0	17	0	0	0	0	8	0	0	16	17	0
KRTDAP	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	1	16	0
DMKN	2	4	4	0	3	0	162	2	0	3	0	1	17	2	0	3	0	10	3	0	6666	19	3
SBSN	0	0	0	0	2	0	0	0	0	0	0	0	16	2	0	0	0	0	2	0	742	18	0
GAPDHS	2	3	5	1	4	2	124	2	5	3	0	0	17	4	0	105	7	10	7	0	16	21	112
LOC100506469	2	0	0	0	2	0	272	32	4	2	0	40	23	0	0	102	7	2	2	0	13	23	109
TMEM147	82	7	0	20	695	1911	2150	776	10	30	155	73	1374	288	3	24	2	89	2626	0	1409	1665	26
ATP4A	2	2	8	0	2	4	0	2	1	2	0	2	19	2	0	0	0	12	6	0	391	21	0
HAUS5	74	105	509	4	28	140	43	83	18	900	793	11	1413	210	200	254	336	688	172	0	591	1823	590
RBM42	949	0	11	2	5	485	763	1253	1	54	1	7	1917	28	4460	3559	258	960	492	0	6666	6405	3817
ETV2	2	0	2	0	0	0	0	0	0	1	0	0	1	4	2	5	2	4	0	0	4687	7	7
COX6B1	1500	1322	52	8	16	4806	5929	5513	356	2134	192	12	5508	2617	5718	1214	72	2874	4830	0	0	13843	1286
UPK1A	2	2	8	3	7	0	2	4	2	0	1	3	68	4	2	5	1	12	10	0	101	74	6
BC007817	1	1	4	1	5	0	1	4	2	0	0	0	64	4	2	4	1	6	6	0	14	70	5
ZBTB32	0	0	2	0	4	0	0	2	0	0	0	1	0	4	2	5	0	2	4	0	18	6	5
IGFLR1	0	12	6	1	5	64	1278	32	3	0	3	0	0	4	4	4	0	18	70	0	9040	8	4
U2AF1L4	0	12	5	0	3	0	1277	30	3	0	2	0	0	4	4	3	0	17	3	0	101340	8	3
PSENEN	3	0	4	0	1	461	2144	1450	2	949	145	3	2	13	2	4	2	7	462	0	101387	17	6
AL137752	1	0	4	0	1	461	448	1374	1	55	144	0	2	13	2	4	2	5	462	0	648	17	6
HSPB6	0	0	2	0	0	0	0	0	0	0	0	0	0	4	2	3	0	2	0	0	648	6	3
C19orf55	1159	11	22	4	336	6	528	784	4	293	7	931	1962	25	1043	32	16	1192	346	0	648	3030	48
ARHGAP33	1	7	5	0	219	2	63	0	0	12	4	0	0	0	757	8	4	13	221	0	666	757	12
AK055260	0	0	4	0	2	0	1	4	0	1	0	2	1	0	0	5	0	4	2	0	3	1	5
PRODH2	5	4	9	6	2	0	9	1	1	3	1	0	1	1	0	4	2	18	8	0	6	2	6
NPHS1	5	5	36	0	9	2	35	7	2	8	5	1	65	5	0	14	9	46	11	0	661	70	23
KIRREL2	0	2	2	1	0	0	6	0	2	4	2	0	2	0	0	4	2	4	1	0	303	2	6
APLP1	3	0	9	0	2	1	12	18	2	5	2	0	5	0	0	5	1	12	3	0	9040	5	6
NFKBID	3	4	5	0	5	0	16	2	4	3	2	5	7	0	1	0	0	12	5	0	2839	8	0
HCST	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	494	0	0
TYROBP	82	0	2	0	263	46	0	0	0	0	0	0	1	0	1	3	0	84	309	0	3039	2	3
LRFN3	1	1	2	1	63	65	273	1724	0	5	2	5	2	0	0	0	40	4	129	0	3039	2	40
SDHAF1	2	1288	2	0	0	0	30	0	2	123	1	2	0	0	0	0	0	1292	0	0	587	0	0
C19orf46	1	86	2	0	1	4	82	29	3	17	0	2	52	0	0	5	0	89	5	0	434	52	5
ALKBH6	2	88	0	2	1	3	181	659	5	75	571	2	77	0	1897	0	1	90	6	0	434	1974	1
BC071809	5	17	9	5	21	0	57	12	4	27	7	3	706	7	8	9	13	31	26	0	836	721	22
CLIP3	1	10	6	2	14	0	36	11	3	8	4	2	0	0	7	3	10	17	16	0	98	7	13
THAP8	7	20	4	5	12	1	206	0	7	30	2	13	714	10	1	10	11	31	18	0	1680	725	21
WDR62	44	377	54	242	239	3601	2487	18	158	77	15	15	1757	186	7	61	795	475	4082	0	1161	1950	856
POLR2I	15	1718	0	0	0	127	230	281	30	14	24	2	1	0	220	0	0	1733	127	0	9	221	0
TBCB	778	2867	9	0	1	831	1000	777	53	433	218	7	396	1	14	165	10	3654	832	0	9	411	175
CAPNS1	12480	722	9	8433	54	4512	11632	15377	3192	739	16897	10408	1799	3492	21	246	6419	13211	12999	0	22	5312	6665
COX7A1	0	0	0	0	285	0	0	0	0	0	0	0	6	0	1	0	0	0	285	0	0	7	0
ZNF565	17	24	20	7	5888	9	1240	75	1	11	10	32	292	9	8	4568	309	61	5904	0	2806	309	4877
ZNF146	4430	4115	28	17640	5148	2457	3748	11147	390	2484	454	118	6223	4261	2248	13108	6164	8573	25245	0	2806	12732	19272
AX746638	0	0	0	0	1	0	0	11	1	0	0	4	94	91	0	1	1	0	1	0	283	185	2
LOC100506930	10	23	0	2	4	7	738	1048	6	21	0	43	1890	349	110	6	4	33	13	0	3150	2349	10
ZFP82	30	270	18	0	9	168	121	13	19	14	21	9	8	2	24	7	5	318	177	0	6	34	12
LOC644189	1	1	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	4	1	0	6	1	0
ZNF566	2743	8383	3407	12	2177	1566	2140	3416	27	137	151	47	1611	713	179	141	42750	14533	3755	0	2338	2503	42891
ZNF260	205	327	8	0	10	346	1100	2080	12	486	108	2303	390	164	3	298	594	540	356	0	4195	557	892
ZNF529	39	24	37	19	188	269	1127	59	5	16	544	9	3173	1198	4	24	6	100	476	0	6277	4375	30
BC039524	7	9	18	15	4	46	340	4	2	7	2	6	2476	221	3	2	2	34	65	0	359	2700	4
ZNF382	7	11	9	3	0	186	67	15	8	5	11	11	71	2	6	4	4	27	189	0	1507	79	8
ZNF461	859	3132	36	5	984	132	596	310	52	12	8	12	1095	6	8	10	2	4027	1121	0	661	1109	12
ZNF567	8	1422	10	1	34	73	981	228	33	511	3	6	1594	6	0	10	260	1440	108	0	661	1598	270
AX747375	7	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	2	9	12	0	320	0	2
BC024306	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	320	1	0
LOC284408	3	6	7	3630	155	401	196	2911	10	10	6	2	1363	178	3	192	11	16	4186	0	1296	1544	203
ZNF790	3110	18	25	6	115	400	323	2745	21	10	5	1	2634	179	6	725	58	3153	521	0	320	2819	783
ZNF345	539	882	131	22	382	78	1173	959	62	897	204	260	2930	1823	69	81	110	1552	482	0	1059	4822	191
ZNF829	519	864	49	18	59	53	1521	917	47	623	201	251	2902	1782	60	48	71	1432	130	0	1297	4744	119
ZNF568	33	2040	30	4	29	9	99	173	16	192	13	30	65	22	5	26	21	2103	42	0	10872	92	47
AX747721	0	0	2	0	0	0	0	0	0	0	0	5	0	0	2	1	0	2	0	0	44	2	1
ZNF420	1857	22	20	27	899	179	552	825	31	8	191	68	1335	3	6	8321	593	1899	1105	0	8	1344	8914
ZNF585A	20	505	8	2	8	154	1470	1139	22	8	6	1015	1013	662	8277	7	16	533	164	0	10	9952	23
ZNF585B	1002	768	1288	2	311	287	7295	764	155	20	75	2695	1636	72	2816	23	77	3058	600	0	10	4524	100
ZNF383	846	1299	7847	3	2403	1282	925	3	7	5	3	3	21	9	16	20	83	9992	3688	0	10	46	103
BC041478	4	12	2	1	99	2	52	479	5	17	9	18	2	16	146	1	2	18	102	0	4	164	3
LOC284412	0	1	1	0	16	1	0	0	0	0	0	0	0	3	0	0	0	2	17	0	34	3	0
HKR1	755	3292	15	5	2109	2117	3973	1062	471	321	11	16	4002	16	3391	121	2075	4062	4231	0	144	7409	2196
ZNF527	0	5	13	7	8	376	102	118	5	2	1	0	121	8	0	9	5	18	391	0	12240	129	14
ZNF569	1068	12648	25	3	167	403	954	32	77	41	256	220	1277	1203	1254	502	26	13741	573	0	0	3734	528
ZNF570	8	7	7	5	1	7	449	119	16	366	7	5	2948	5	5	26	6	22	13	0	12240	2958	32
LOC100507433	12	9	19	5	11	3	409	46	34	15	13	21	2427	7	9	1	11	40	19	0	0	2443	12
ZNF540	17	1704	7297	6	18	25	426	51	40	29	18	34	2728	14	11	9	19	9018	49	0	711	2753	28
ZNF571	14	1701	7289	4	13	23	416	48	34	17	14	19	2430	13	6	4	16	9004	40	0	265	2449	20
ZFP30	6	240	11	3	537	201	46	335	23	9	8	497	2395	50	4	17	6	257	741	0	138	2449	23
ZNF781	2	3	2	0	5	1	6	6	2	4	0	2	7	1	1	6	4	7	6	0	1580	9	10
ZNF607	214	124	3	0	70	39	428	590	5	735	9	15	137	34	129	15	5	341	109	0	0	300	20
ZNF573	49	42	53	339	27	110	861	319	20	212	390	66	118	57	271	3371	4882	144	476	0	1580	446	8253
LOC644554	0	0	4	0	4	3	2	2	2	2	1	0	1	1	0	0	1	4	7	0	446	2	1
LOC100631378	4	8	3	4	13	3	13	8	3	6	1	1	4	1	1	5	1	15	20	0	0	6	6
WDR87	4	0	41	1	6	12	10	5	17	8	6	10	3	7	5	12	7	45	19	0	446	15	19
SIPA1L3	16646	22713	963	41	7494	2540	22244	14385	922	4845	1193	74	2549	3508	184	44993	3711	40322	10075	0	0	6241	48704
DPF1	105	161	27	3	15	3	854	13	2	137	15	17	95	8	106	49	16	293	21	0	518	209	65
PPP1R14A	101	133	19	0	0	0	1	1	0	0	2	0	87	1	105	36	2	253	0	0	414	193	38
SPINT2	115	2008	31	339	3904	7689	5948	3754	47	733	641	8	1162	68	109	43	15	2154	11932	0	1	1339	58
C19orf33	109	133	18	1	323	96	2245	5480	172	1178	2	374	217	2	105	137	8	260	420	0	2	324	145
YIF1B	414	151	18	5	593	98	2865	5651	260	1448	5	4453	219	3	108	144	12	583	696	0	23820	330	156
KCNK6	107	133	18	0	1	0	36	851	63	4	15	0	87	1	105	35	3	258	1	0	22351	193	38
CATSPERG	116	141	38	8	16	8	30	10	1	3	2	5	102	8	105	51	7	295	32	0	22351	215	58
PSMD8	528	174	29	262	284	915	2647	3405	623	2104	31	53	438	169	220	3118	220	731	1461	0	9151	827	3338
GGN	107	130	19	0	2	0	173	2	2	0	0	2	86	2	105	37	0	256	2	0	9151	193	37
SPRED3	107	130	18	0	0	0	113	0	0	4	4	0	86	0	105	36	0	255	0	0	1	191	36
FAM98C	109	131	21	0	3358	2	407	133	1	3	0	0	91	1	119	39	2	261	3360	0	71	211	41
RYR1	158	209	116	19	72	26	124	46	25	89	71	60	148	44	123	190	47	483	117	0	365	315	237
MAP4K1	17	4263	39	1	24	432	37	11	17	14	12	4	11	22	9	6	10	4319	457	0	365	42	16
EIF3K	364	512	12	0	5	1613	1448	663	39	446	167	2842	197	764	386	246	18	888	1618	0	65	1347	264
ACTN4	2108	5152	5624	891	2483	6459	15773	20184	1330	6218	6134	1286	12070	553	13174	8557	5314	12884	9833	0	1294	25797	13871
CAPN12	820	248	5	678	1	36	1227	552	38	228	74	1	57	6	570	29	9	1073	715	0	102	633	38
LGALS7	2	0	2	0	0	0	0	2	0	1	0	2	0	0	0	0	6	4	0	0	0	0	6
LGALS7B	2	0	2	0	0	0	0	2	0	1	0	2	0	0	0	0	6	4	0	0	0	0	6
LGALS4	1	2	6	1	4	1	9	5	2	1	0	3	5	0	0	0	7	9	6	0	1012	5	7
ECH1	6	164	8	3	11	371	364	3007	205	14	111	19	1348	9	3	3104	216	178	385	0	1012	1360	3320
HNRNPL	1065	793	39	36	2755	1804	2061	2758	211	528	15682	262	1921	1743	1537	9069	1160	1854	4595	0	4228	4892	10229
RINL	4	4	206	2	2	5	6	5	4	2	1	2	2	4	2	11	12	214	9	0	1012	8	23
SIRT2	6	5	13	0	2	5	1590	2269	73	1599	487	328	630	2	2	4	0	24	7	0	69	634	4
NFKBIB	75	2	4	0	210	347	97	1056	6	3	4	104	2	3	1	0	3	81	557	0	22	6	3
SARS2	55078	4443	33	2	45	28	854	3801	332	1334	37	60	63	5	17	997	78	59554	75	0	18630	85	1075
MRPS12	2	4362	2	0	20	28	96	2361	53	397	5	4	42	0	2	935	68	4366	48	0	12	44	1003
FBXO17	6040	13	18	3	57	4	330	1008	107	858	487	11	19	19	283	50	7	6071	64	0	0	321	57
FBXO27	3	3	3	0	0	550	342	255	1	0	3	184	2	7	1	4	0	9	550	0	0	10	4
PAPL	35	8	9	1	12	1	11	2	2	5	3	7	7	9	4	4	1	52	14	0	22	20	5
PAK4	89	50	80	756	7678	920	982	859	40	238	50	64	1227	829	37	45	42	219	9354	0	1	2093	87
NCCRP1	0	0	3	1	0	0	3	1	0	3	0	1	1	7	0	0	0	3	1	0	18	8	0
SYCN	14	6	16	2	8	8	42	6	14	67	16	11	16	29	4	16	16	36	18	0	2	49	32
IL28A	0	0	2	0	3	0	0	0	0	0	0	0	0	7	0	0	0	2	3	0	2	7	0
IL29	3	0	3	0	3	0	13	0	2	0	1	1	0	7	0	1	0	6	3	0	1428	7	1
LRFN1	8	3	4	1	9	6	15	5	5	6	6	6	5	10	0	12	10	15	16	0	1538	15	22
GMFG	45	2	30288	14	47	19	13	2	3	10	11	2	28	23	35	14	36	30335	80	0	1605	86	50
SAMD4B	42	5973	10788	7	71	1416	8163	10772	549	730	275	817	3705	8	2472	4253	759	16803	1494	0	1605	6185	5012
AX746869	1	1	2	0	3	1	120	3	12	160	4	0	1322	0	0	1	2	4	4	0	1605	1322	3
PAF1	7	9049	10	0	62	1508	1379	4243	20	942	14	241	751	960	41	98	14622	9066	1570	0	3280	1752	14720
MED29	128	985	3	2	1339	519	2074	3608	19	469	78	24	580	580	0	1514	1091	1116	1860	0	2788	1160	2605
ZFP36	2502	4	8	13597	2348	247	28	1467	118	3	3694	4	6	3	8	914	776	2514	16192	0	1605	17	1690
PLEKHG2	6	4	10	35	21	0	295	1481	12	1	120	2	4	4	1	3	1805	20	56	0	2275	9	1808
RPS16	9249	3566	204878	722	5460	8240	9839	6547	1307	3244	1703	7262	4822	4797	3748	10145	4517	217693	14422	0	1605	13367	14662
SUPT5H	1285	124	85	144	3609	734	2918	11350	37	1568	28	2237	1987	1020	93	172	535	1494	4487	0	2231	3100	707
TIMM50	168	5	39	69	1030	5	1044	966	0	136	116	16	2424	10	13	101	73	212	1104	0	0	2447	174
DLL3	0	0	0	0	2	0	1	2	0	0	0	1	2	0	4	1	1	0	2	0	877	6	2
EID2B	0	0	2	0	49	46	135	329	3	0	0	0	1	0	0	0	0	2	95	0	0	1	0
EID2	395	139	0	0	48	143	21	349	0	134	0	1	15	0	5	4813	372	534	191	0	0	20	5185
LGALS13	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0
LOC100129935	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	0	0	3747	1	4
LGALS14	2	0	2	1	0	4	0	0	2	4	0	0	0	2	0	0	0	4	5	0	8	2	0
CLC	0	0	0	2	0	26	2	0	0	1	0	1	1	0	0	0	0	0	28	0	8	1	0
DYRK1B	1808	2	8	8	2	123	3	2681	7	12	0	6	1	2	4	0	0	1818	133	0	8	7	0
