gene	T1a	T1b	T2	T3	N1	N2
Gene_10095	137	68	217	177	458	300
Gene_10096	44	15	61	145	119	46
Gene_10097	81	47	593	188	214	63
Gene_10098	1	0	10	21	0	1
Gene_10099	61	71	8	17	56	42
Gene_10100	18	16	134	112	66	42
Gene_10101	42	64	43	18	17	24
Gene_10102	0	2	16	16	6	0
Gene_10103	21	13	117	2	68	83
Gene_10104	5	2	5	11	0	5
Gene_10105	87	119	378	301	247	168
Gene_10106	207	354	1	3	173	31
Gene_10107	140	141	130	65	576	212
Gene_10108	0	1	0	0	1	0
Gene_10109	28	0	23	13	28	17
Gene_10110	43	93	208	205	465	132
Gene_10111	177	129	548	287	801	178
Gene_10112	15	24	12	0	0	4
Gene_10113	2	1	2	11	0	0
Gene_10114	47	32	276	67	83	22
Gene_10115	70	70	67	55	336	105
Gene_10116	13	28	31	25	28	11
Gene_10117	44	1	50	0	40	12
Gene_10118	26	30	188	114	130	101
Gene_10119	22	16	68	111	55	24
Gene_10120	2459	1430	16027	2125	3893	5212
Gene_10121	15	5	38	5	54	19
Gene_10122	223	191	445	178	527	454
Gene_10123	8	0	12	9	7	10
Gene_10124	24	16	62	114	10	45
Gene_10125	26	28	107	74	21	19
Gene_10126	40	42	74	56	36	36
Gene_10127	3	1	10	0	12	1
Gene_10128	200	157	304	452	293	209
Gene_10129	385	294	1411	719	494	196
Gene_10130	41	24	122	3	62	84
Gene_10131	19	24	46	45	33	29
Gene_10132	57	55	69	68	88	16
Gene_10133	67	60	171	163	271	204
Gene_10134	5	3	1	17	553	220
Gene_10135	48	45	48	39	26	115
Gene_10136	114	76	1214	359	599	462
Gene_10137	0	0	0	0	14	15
Gene_10138	1	1	0	5	6	1
Gene_10139	54	27	105	21	103	84
Gene_10140	237	291	1037	309	658	235
Gene_10141	8	2	38	0	13	3
Gene_10142	2	0	5	1	1	0
Gene_10143	13	7	1	0	0	2
Gene_10144	209	354	44	8	50	25
Gene_10145	258	314	581	726	671	272
Gene_10146	0	6	38	94	9	5
Gene_10147	1	4	2	1	0	3
Gene_10148	262	224	3729	802	589	737
Gene_10149	1	1	0	0	0	2
Gene_10150	3	4	9	31	86	31
Gene_10151	0	0	8	0	0	2
Gene_10152	125	86	179	43	64	47
Gene_10153	0	0	36	148	0	0
Gene_10154	253	253	188	866	471	354
Gene_10155	30	32	69	81	22	5
Gene_10156	23	20	77	145	18	94
Gene_10157	82	369	1213	2911	39	81
Gene_10158	0	0	2	3	0	16
Gene_10159	0	0	7	0	4	0
Gene_10160	25	14	121	35	48	36
Gene_10161	445	388	331	292	1002	243
Gene_10162	147	211	314	1718	658	314
Gene_10163	0	0	5	0	3	1
Gene_10164	30	30	18	0	46	3
Gene_10165	2107	2878	8347	4165	9013	2704
Gene_10166	45	23	301	339	226	149
Gene_10167	1745	2480	1606	3093	4511	1776
Gene_10168	15	20	43	66	28	19
Gene_10169	69	27	132	265	160	108
Gene_10170	18	7	19	13	25	9
Gene_10171	39	12	0	4	1	0
Gene_10172	19	26	66	50	18	13
Gene_10173	1	0	1	0	6	0
Gene_10174	0	0	0	1	0	0
Gene_10175	1	3	13	0	4	32
Gene_10176	145	133	833	151	133	284
Gene_10177	3	0	0	0	0	0
Gene_10178	38	38	126	40	88	40
Gene_10179	0	0	1	0	0	0
Gene_10180	105	82	203	144	240	150
Gene_10181	43	43	318	194	216	187
Gene_10182	162	218	573	21	65	108
Gene_10183	22	22	76	54	48	34
Gene_10184	0	1	2	2	2	0
Gene_10185	19	22	11	13	10	17
Gene_10186	88	11	218	192	357	100
Gene_10187	1	1	6	7	0	0
Gene_10188	6	6	13	0	11	4
Gene_10189	28	12	65	27	4	24
Gene_10190	308	300	480	2439	1420	590
Gene_10191	0	14	10	8	17	1314
Gene_10192	1	0	3	0	0	0
Gene_10193	0	0	1	0	0	0
Gene_10194	30	28	41	54	9	23
Gene_10195	80	36	102	35	130	51
Gene_10196	2	0	4	13	7	2
Gene_10197	1	0	0	0	4	0
Gene_10198	0	0	16	29	0	0
Gene_10199	0	0	54	713	42	8
Gene_10200	10	11	20	10	1	8
Gene_10201	0	0	1	0	0	0
Gene_10202	120	108	19	0	0	6
Gene_10203	32	10	115	28	59	37
Gene_10204	0	0	1	0	2	0
Gene_10205	1	2	2	1	2	5
Gene_10206	79	87	426	248	242	214
Gene_10207	1	0	0	0	0	1
Gene_10208	67	92	189	231	96	178
Gene_10209	25	14	31	22	39	42
Gene_10210	7	4	1	30	11	12
Gene_10211	67	59	111	113	82	92
Gene_10212	0	0	0	0	0	1
Gene_10213	12	4	0	5	2	2
Gene_10214	46	37	172	39	4	25
Gene_10215	18	30	51	30	50	65
Gene_10216	33	18	33	0	41	24
Gene_10217	1098	704	66	1166	2032	1247
Gene_10218	2518	2116	6435	8582	5108	6240
Gene_10219	54	47	41	3	16	1
Gene_10220	15	34	21	34	13	90
Gene_10221	1	0	0	0	28	8
Gene_10222	8801	11526	1310	678	1266	699
Gene_10223	0	0	2	0	0	0
Gene_10224	82	74	43	11	101	124
Gene_10225	1988	1902	6863	4856	3877	4850
Gene_10226	31	29	231	199	248	86
Gene_10227	33	28	11	14	8	20
Gene_10228	0	0	0	0	0	1
Gene_10229	81	53	12	340	364	148
Gene_10230	1259	971	3312	1143	1907	892
Gene_10231	1401	586	47	19	1478	10
Gene_10232	45	72	174	211	58	105
Gene_10233	4	3	2	0	0	2
Gene_10234	197	258	192	435	1579	243
Gene_10235	0	0	2	0	0	2
Gene_10236	15	17	27	14	41	19
Gene_10237	27	13	192	41	4	62
Gene_10238	416	373	1317	1220	774	370
Gene_10239	56	57	189	115	143	156
Gene_10240	17	14	36	14	41	31
Gene_10241	0	0	1	0	1	1
Gene_10242	0	0	3	0	3	0
Gene_10243	133	280	426	395	398	279
Gene_10244	233	207	260	179	245	80
Gene_10245	18	18	90	109	45	59
Gene_10246	72	49	338	317	317	156
Gene_10247	125	40	67	11	3	6
Gene_10248	36	23	39	24	71	51
Gene_10249	22	16	0	11	24	14
Gene_10250	2539	2152	6919	8792	5643	6971
Gene_10251	74	47	150	180	132	138
Gene_10252	95	31	21	19	255	119
Gene_10253	144	101	179	416	367	226
Gene_10254	0	0	1	0	0	0
Gene_10255	30	10	64	24	42	76
Gene_10256	0	0	1	0	0	0
Gene_10257	100	100	457	202	502	280
Gene_10258	0	0	5	42	0	227
Gene_10259	0	0	0	0	0	1
Gene_10260	87	154	252	138	245	63
Gene_10261	29	33	122	163	46	68
Gene_10262	118	135	9	15	0	64
Gene_10263	47	33	92	78	66	167
Gene_10264	1	2	7	91	0	0
Gene_10265	104	63	102	27	389	16
Gene_10266	14	4	60	2	46	34
Gene_10267	3	0	1	0	0	1
Gene_10268	4	14	2	0	0	1
Gene_10269	3	1	13	20	5	2
Gene_10270	22	10	60	21	25	46
Gene_10271	6	1	16	2	2	2
Gene_10272	19	29	52	7	8	27
Gene_10273	11	1	31	24	13	30
Gene_10274	74	71	223	60	172	194
Gene_10275	46	99	189	136	216	85
Gene_10276	85	103	370	257	237	169
Gene_10277	45	42	107	94	135	33
Gene_10278	1	7	26	10	17	13
Gene_10279	42	63	145	115	161	33
Gene_10280	27	21	26	54	50	33
Gene_10281	3	1	1	0	3	16
Gene_10282	0	0	0	0	0	1
Gene_10283	15	7	89	30	20	93
Gene_10284	196	86	172	60	58	111
Gene_10285	0	0	2	6	10	0
Gene_10286	7	0	24	365	146	137
Gene_10287	55	7	825	1449	856	610
Gene_10288	62	51	158	9	36	54
Gene_10289	62	204	183	394	315	160
Gene_10290	0	4	0	0	6	3
Gene_10291	36	44	63	183	131	59
Gene_10292	30	25	73	201	51	52
Gene_10293	9	4	17	7	23	8
Gene_10294	9	14	4	0	20	13
Gene_10295	69	63	70	127	39	53
Gene_10296	69	37	377	84	32	23
Gene_10297	293	130	1424	708	448	515
Gene_10298	11	2	81	23	8	33
Gene_10299	336	166	23	20	30	29
Gene_10300	57	104	151	225	347	120
Gene_10301	0	0	2	0	17	0
Gene_10302	18	16	60	25	26	14
Gene_10303	0	1	0	0	0	1
Gene_10304	1	1	2	26	16	0
Gene_10305	18	13	64	193	69	62
Gene_10306	4	5	3	1	19	6
Gene_10307	7	10	26	6	1	9
Gene_10308	1	0	1	4	3	2
Gene_10309	22	36	474	255	324	204
Gene_10310	60	16	27	10	35	5
Gene_10311	265	110	583	311	550	600
Gene_10312	0	0	1	0	0	0
Gene_10313	0	3	3	2	11	2
Gene_10314	178	154	130	344	467	162
Gene_10315	6	9	1	6	5	13
Gene_10316	50	43	98	45	83	57
Gene_10317	14	19	30	28	6	13
Gene_10318	6	4	3	0	6	0
Gene_10319	58	66	88	79	215	124
Gene_10320	25	39	0	73	175	62
Gene_10321	0	0	0	5	0	0
Gene_10322	1225	925	3929	2378	3201	2636
Gene_10323	0	0	0	0	11	8
Gene_10324	0	0	2	0	0	1
Gene_10325	4	4	27	9	15	12
Gene_10326	2	0	6	0	0	0
Gene_10327	0	0	1	1	2	0
Gene_10328	93	134	303	159	139	101
Gene_10329	0	0	2	0	0	0
Gene_10330	30	30	34	47	80	14
Gene_10331	8	4	30	4	16	48
Gene_10332	14	4	5	10	0	16
Gene_10333	10	4	34	29	20	5
Gene_10334	2	0	53	94	0	5
Gene_10335	509	465	3036	972	1074	520
Gene_10336	0	0	77	80	2	2
Gene_10337	1	5	8	11	1	7
Gene_10338	395	544	452	697	617	211
Gene_10339	0	2	29	41	26	15
Gene_10340	5	8	18	25	0	35
Gene_10341	0	0	0	5	0	0
Gene_10342	7	3	17	26	25	26
Gene_10343	19	24	52	20	22	38
Gene_10344	25	21	60	158	10	10
Gene_10345	9	1	17	23	2	50
Gene_10346	276	252	1090	509	451	511
Gene_10347	40	47	70	137	39	49
Gene_10348	0	0	0	0	0	1
Gene_10349	80	63	78	2	21	12
Gene_10350	51	17	162	5	66	46
Gene_10351	57	54	103	121	94	98
Gene_10352	0	0	0	0	0	1
Gene_10353	297	297	923	150	789	418
Gene_10354	168	94	133	107	715	189
Gene_10355	17	20	743	215	184	95
Gene_10356	0	4	7	15	3	1
Gene_10357	2	10	13	11	3	1
Gene_10358	332	208	148	509	990	609
Gene_10359	0	0	0	1	0	0
Gene_10360	0	0	0	0	0	9
Gene_10361	0	0	0	0	0	12
Gene_10362	216	197	192	88	587	292
Gene_10363	3	1	32	118	19	55
Gene_10364	1	0	35	130	19	48
Gene_10365	3	0	2	0	0	1
Gene_10366	1	2	66	27	14	45
Gene_10367	23	21	109	6	33	10
Gene_10368	53	21	24	3	155	58
Gene_10369	3	0	0	0	0	1
Gene_10370	547	396	47	424	258	554
Gene_10371	5	1	5	4	88	17
Gene_10372	55	38	64	30	84	95
Gene_10373	122	134	394	681	3148	532
Gene_10374	472	419	1019	1000	1899	652
Gene_10375	111	32	134	0	13	22
Gene_10376	301	119	621	139	398	354
Gene_10377	1	0	2	2	2	4
Gene_10378	44	24	104	59	122	229
Gene_10379	0	1	0	0	0	2
Gene_10380	196	152	2092	867	596	128
Gene_10381	25	17	37	15	0	6
Gene_10382	28	26	105	17	39	16
Gene_10383	7	4	11	0	2	2
Gene_10384	5	2	19	30	42	52
Gene_10385	0	0	1	0	0	0
Gene_10386	1	0	3	0	0	0
Gene_10387	1969	1887	0	0	0	0
Gene_10388	7	5	20	0	2	0
Gene_10389	23	5	1	3	18	7
Gene_10390	6	3	50	33	62	27
Gene_10391	0	0	5	5	1	0
Gene_10392	126	48	229	108	152	60
Gene_10393	0	0	13	0	0	2
Gene_10394	0	0	0	1	0	0
Gene_10395	2837	2191	8777	7211	4407	3754
Gene_10396	9	8	3	2	2	27
Gene_10397	17	13	23	13	48	20
Gene_10398	291	247	701	510	395	394
Gene_10399	568	588	1170	3366	122	176
Gene_10400	303	390	441	744	596	278
Gene_10401	54	61	544	170	398	46
Gene_10402	87	59	336	139	199	154
Gene_10403	9	22	0	0	0	0
Gene_10404	17	30	63	20	27	39
Gene_10405	91	104	84	50	99	59
Gene_10406	1	1	3	1	0	1
Gene_10407	40	31	32	45	58	63
Gene_10408	61	54	113	68	124	26
Gene_10409	33	69	211	34	27	33
Gene_10410	45	56	103	36	65	24
Gene_10411	74	54	65	65	77	156
Gene_10412	0	0	1	0	0	0
Gene_10413	16	19	20	3	0	0
Gene_10414	5	8	2	0	26	2
Gene_10415	179	142	331	339	199	100
Gene_10416	0	4	4	0	2	4
Gene_10417	9	3	21	6	11	14
Gene_10418	1202	775	3533	2155	1854	822
Gene_10419	23	26	11	29	185	24
Gene_10420	137	94	154	516	349	287
Gene_10421	155	105	5	51	334	80
Gene_10422	127	78	115	41	116	39
Gene_10423	0	1	1	2	1	0
Gene_10424	1667	1577	420	1000	5647	611
Gene_10425	992	674	1267	2351	1149	601
Gene_10426	16	16	69	195	99	18
Gene_10427	2	2	14	1	0	2
Gene_10428	106	87	78	21	84	61
Gene_10429	83	88	664	390	83	59
Gene_10430	25	18	17	9	22	7
Gene_10431	9	12	4	28	30	16
Gene_10432	66	54	254	92	170	99
Gene_10433	26	26	26	27	58	42
Gene_10434	12	17	36	74	22	12
Gene_10435	2	0	0	1	0	5
Gene_10436	24	10	59	38	27	19
Gene_10437	12	2	48	0	20	6
Gene_10438	1	0	1	0	0	1
Gene_10439	326	160	597	194	263	67
Gene_10440	35	12	7	4	10	10
Gene_10441	138	146	68	10	48	30
Gene_10442	26	25	36	11	22	20
Gene_10443	57	69	236	138	124	31
Gene_10444	122	92	172	362	175	86
Gene_10445	1	4	2	0	13	2
Gene_10446	109	88	229	131	277	119
Gene_10447	3	4	4	30	0	7
Gene_10448	2	1	1	0	0	1
Gene_10449	14	24	1	0	31	9
Gene_10450	265	183	1025	756	323	228
Gene_10451	100	81	143	281	114	107
Gene_10452	2	2	25	6	76	15
Gene_10453	3	0	1	0	0	6
Gene_10454	0	1	76	12	34	13
Gene_10455	6	3	14	13	23	15
Gene_10456	324	149	908	544	539	335
Gene_10457	0	0	6	1	0	0
Gene_10458	0	0	40	24	67	7
Gene_10459	661	684	2277	1372	3089	917
Gene_10460	38	33	17	45	10	22
Gene_10461	3	9	27	34	15	9
Gene_10462	0	0	0	0	1	0
Gene_10463	22	36	20	2	4	8
Gene_10464	120	132	29	9	5	29
Gene_10465	3757	3669	15284	5071	8734	4480
Gene_10466	2	2	3	0	6	112
Gene_10467	0	0	0	0	0	1
Gene_10468	0	3	2205	59	71	18
Gene_10469	1	0	2	0	0	1
Gene_10470	12	11	2	3	0	9
Gene_10471	33	49	119	115	102	46
Gene_10472	63	62	22	136	137	141
Gene_10473	197	128	604	605	611	318
Gene_10474	1059	394	0	21	1634	714
Gene_10475	5	1	3	4	0	0
Gene_10476	24	21	35	62	9	57
Gene_10477	0	1	0	2	0	1
Gene_10478	18	10	178	280	400	80
Gene_10479	96	21	89	24	71	124
Gene_10480	0	0	2	0	0	0
Gene_10481	286	251	130	157	284	180
Gene_10482	230	254	295	232	567	173
Gene_10483	36	20	82	27	39	49
Gene_10484	16	4	48	34	60	24
Gene_10485	9	0	9	0	6	13
Gene_10486	1	1	1	0	0	0
Gene_10487	178	144	1146	763	5478	1008
Gene_10488	6	16	5	7	17	23
Gene_10489	70	61	175	93	47	112
Gene_10490	59	55	111	71	66	80
Gene_10491	2	1	1	0	0	0
Gene_10492	25	14	75	23	25	20
Gene_10493	37	21	101	50	63	19
Gene_10494	27	12	1022	26	20	23
Gene_10495	261	382	394	1139	1201	563
Gene_10496	15	21	145	197	77	54
Gene_10497	1503	1557	7860	3326	4326	1074
Gene_10498	222	174	669	460	670	490
Gene_10499	85	24	110	37	124	139
Gene_10500	2	0	2	2	0	1
Gene_10501	0	0	6	3	0	0
Gene_10502	27	15	69	19	63	30
Gene_10503	178	148	353	349	1018	257
Gene_10504	44	59	45	65	149	71
Gene_10505	2	17	100	113	3	22
Gene_10506	1	1	3	0	0	0
Gene_10507	630	465	2	75	10	306
Gene_10508	143	74	2	12	44	27
Gene_10509	1	0	1	0	0	0
Gene_10510	88	35	94	81	74	40
Gene_10511	23	31	54	78	28	14
Gene_10512	175	250	271	61	164	50
Gene_10513	0	1	0	3	3	0
Gene_10514	1	0	1	0	1	2
Gene_10515	23	8	8	42	45	2
Gene_10516	7	4	164	56	4	885
Gene_10517	141	91	291	585	741	496
Gene_10518	8	0	71	12	0	2
Gene_10519	13	37	72	223	76	22
Gene_10520	1	0	0	1	0	0
Gene_10521	108	153	19	116	46	36
Gene_10522	45	52	36	54	20	32
Gene_10523	553	286	1871	1062	538	1178
Gene_10524	332	154	266	144	308	122
Gene_10525	0	2	2	0	8	3
Gene_10526	75	33	152	66	101	124
Gene_10527	0	0	3	6	0	3
Gene_10528	92	83	121	294	260	236
Gene_10529	0	0	18	4	0	0
Gene_10530	294	187	113	16	20	22
Gene_10531	131	68	497	339	378	327
Gene_10532	7	13	39	40	0	7
Gene_10533	0	0	2	5	20	505
Gene_10534	75	28	71	63	82	108
Gene_10535	14	12	88	41	17	23
Gene_10536	15	4	41	15	11	15
Gene_10537	0	0	0	0	0	1
Gene_10538	605	738	1972	682	3011	1781
Gene_10539	0	2	1	6	0	4
Gene_10540	58	28	89	300	66	63
Gene_10541	11	22	42	91	50	35
Gene_10542	0	0	1	0	0	0
Gene_10543	0	0	12	5	2	7
Gene_10544	6	5	3	6	0	1
Gene_10545	131	145	700	1044	663	292
Gene_10546	43	29	74	16	42	23
Gene_10547	25	32	25	4	47	24
Gene_10548	18	29	207	73	113	58
Gene_10549	257	297	385	925	346	317
Gene_10550	63	13	244	50	88	23
Gene_10551	6	11	46	258	101	13
Gene_10552	19	24	152	55	45	63
Gene_10553	81	56	284	257	251	102
Gene_10554	1	0	0	6	0	0
Gene_10555	79	89	313	276	123	207
Gene_10556	21	12	1606	496	726	110
Gene_10557	47	48	133	120	65	13
Gene_10558	100	91	385	106	156	80
Gene_10559	123	139	308	99	687	470
Gene_10560	0	0	1	0	0	3
Gene_10561	41	54	168	30	17	83
Gene_10562	0	0	1	0	0	0
Gene_10563	9	14	20	34	9	37
Gene_10564	6	5	5	1	4	7
Gene_10565	77	81	137	17	43	31
Gene_10566	0	0	0	0	0	1
Gene_10567	16	4	101	301	46	8
Gene_10568	51	28	78	169	284	146
Gene_10569	18	17	13	83	78	17
Gene_10570	17	25	17	13	44	13
Gene_10571	23	19	80	37	57	48
Gene_10572	33	35	14	0	34	18
Gene_10573	282	235	90	668	234	333
Gene_10574	18	26	33	131	13	67
Gene_10575	4	1	14	3	2	0
Gene_10576	0	0	5	4	18	1
Gene_10577	0	0	10	288	95	7
Gene_10578	49	49	33	24	230	59
Gene_10579	484	275	65	21	33	38
Gene_10580	186	179	99	104	325	145
Gene_10581	240	183	648	383	189	361
Gene_10582	232	238	397	350	345	105
Gene_10583	246	218	150	269	358	303
Gene_10584	30	22	71	57	133	101
Gene_10585	17	16	19	16	48	9
Gene_10586	137	126	378	714	500	190
Gene_10587	0	0	1	0	0	0
Gene_10588	155	205	431	205	234	106
Gene_10589	0	0	6	28	1	3
Gene_10590	58	35	211	4	59	35
Gene_10591	52	18	236	186	76	109
Gene_10592	0	0	2	0	0	2
Gene_10593	64	52	39	45	200	183
Gene_10594	1124	418	89	326	1822	1591
Gene_10595	31	24	62	99	49	22
Gene_10596	12	4	37	37	65	12
Gene_10597	62	43	94	133	69	39
Gene_10598	0	0	0	3	0	0
Gene_10599	0	0	3	0	0	1
Gene_10600	63	92	175	56	71	111
Gene_10601	92	63	777	404	204	133
Gene_10602	48	47	196	137	115	62
Gene_10603	92	128	98	121	793	147
Gene_10604	50	44	112	44	89	48
Gene_10605	113	79	378	268	288	530
Gene_10606	40	36	267	372	293	135
Gene_10607	1272	1234	2604	448	772	1121
Gene_10608	66	61	92	59	72	97
Gene_10609	1620	990	609	1455	642	1463
Gene_10610	74	78	136	29	62	84
Gene_10611	79	71	34	8	53	68
Gene_10612	73	60	144	182	109	100
Gene_10613	5	0	4	0	0	2
Gene_10614	63	46	167	167	216	155
Gene_10615	90	101	260	112	200	111
Gene_10616	97	71	225	123	277	104
Gene_10617	189	132	719	259	318	467
Gene_10618	95	47	205	112	184	145
Gene_10619	28	7	58	7	91	41
Gene_10620	0	0	0	0	0	1
Gene_10621	231	162	625	790	753	162
Gene_10622	2	0	0	0	0	0
Gene_10623	15	12	19	0	1	4
Gene_10624	21	30	28	7	58	30
Gene_10625	3	4	1	1	0	0
Gene_10626	69	66	136	123	84	77
Gene_10627	264	226	851	357	697	455
Gene_10628	94	93	145	33	164	241
Gene_10629	640	482	74	52	16	10
Gene_10630	5	4	4	3	5	3
Gene_10631	1	1	262	4	20	14
Gene_10632	21	29	108	71	0	5
Gene_10633	4	0	2	4	0	26
Gene_10634	6	3	68	356	43	82
Gene_10635	0	0	4	0	0	2
Gene_10636	42	20	6	3	18	1
Gene_10637	9	9	25	0	1	18
Gene_10638	155	108	1128	1454	386	485
Gene_10639	34	30	217	90	22	13
Gene_10640	0	0	1	1	0	2
Gene_10641	55	33	113	76	150	128
Gene_10642	27	9	36	12	16	22
Gene_10643	0	0	1	0	0	0
Gene_10644	24	32	19	39	12	37
Gene_10645	547	544	360	909	457	471
Gene_10646	27	12	7	15	13	24
Gene_10647	134	109	185	87	308	157
Gene_10648	9885	5639	14825	25258	10311	10529
Gene_10649	1933	1012	106	75	24	64
Gene_10650	0	0	0	0	1	0
Gene_10651	146	193	953	660	445	258
Gene_10652	28	10	13	5	21	9
Gene_10653	0	0	0	0	1	0
Gene_10654	329	313	1137	1379	820	931
Gene_10655	48	52	178	339	0	5
Gene_10656	1	1	10	0	4	7
Gene_10657	3	0	0	0	2	0
Gene_10658	6	2	1	4	0	3
Gene_10659	1	0	13	0	0	0
Gene_10660	1	0	0	0	0	4
Gene_10661	421	939	2973	590	1025	217
Gene_10662	31	19	41	4	30	18
Gene_10663	246	265	1033	442	1050	1055
Gene_10664	66	30	142	64	70	132
Gene_10665	14	14	615	268	202	130
Gene_10666	4	2	2	1	0	1
Gene_10667	626	347	2177	596	698	583
Gene_10668	4	13	20	23	0	5
Gene_10669	287	337	1705	367	1002	349
Gene_10670	182	117	81	101	153	179
Gene_10671	78	45	132	84	38	79
Gene_10672	23	28	140	84	125	126
Gene_10673	9	22	25	72	12	5
Gene_10674	741	585	653	1591	1257	852
Gene_10675	0	0	0	0	44	7
Gene_10676	159	119	520	435	272	276
Gene_10677	7	6	59	9	23	16
Gene_10678	1998	2601	4284	3486	4868	2355
Gene_10679	2	0	1	0	9	0
Gene_10680	52	76	209	105	61	55
Gene_10681	22	21	20	44	2	28
Gene_10682	0	0	2	0	12	2
Gene_10683	238	141	234	371	330	182
Gene_10684	550	377	198	560	1377	98
Gene_10685	252	218	324	491	319	130
Gene_10686	333	335	739	314	533	440
Gene_10687	22	13	26	66	36	60
Gene_10688	66	63	299	63	136	88
Gene_10689	32	47	107	30	38	102
Gene_10690	9	9	25	20	20	16
Gene_10691	0	0	2	0	0	0
Gene_10692	0	0	4	0	0	1
Gene_10693	0	0	0	4	0	0
Gene_10694	155	82	287	381	406	283
Gene_10695	0	4	2	6	25	12
Gene_10696	8	17	114	11	0	0
Gene_10697	1	5	11	5	1	5
Gene_10698	126	70	99	89	698	72
Gene_10699	17	16	10	2	60	17
Gene_10700	73	81	225	135	51	77
Gene_10701	1	0	50	0	0	1
Gene_10702	30	31	65	25	100	42
Gene_10703	15	5	40	47	18	20
Gene_10704	0	0	0	116	0	0
Gene_10705	1	0	0	0	0	1
Gene_10706	10	8	21	16	7	18
Gene_10707	213	277	628	417	820	445
Gene_10708	0	1	0	0	0	0
Gene_10709	81	75	751	447	329	96
Gene_10710	88	101	149	54	28	21
Gene_10711	2	1	7	33	17	14
Gene_10712	2	0	0	4	1	1
Gene_10713	199	105	185	287	208	68
Gene_10714	119	71	136	40	231	131
Gene_10715	24	46	5	8	91	38
Gene_10716	1523	1017	2322	5322	380	660
Gene_10717	0	0	17	11	29	16
Gene_10718	1	2	8	8	15	5
Gene_10719	84	72	190	90	24	54
Gene_10720	8	4	1	32	0	4
Gene_10721	1	1	1	0	2	7
Gene_10722	9	8	26	186	100	102
Gene_10723	34	17	2	13	61	76
Gene_10724	145	65	597	382	210	148
Gene_10725	1	0	73	13	1	24
Gene_10726	16	7	69	0	6	10
Gene_10727	8	11	0	10	42	8
Gene_10728	5	2	9	59	37	91
Gene_10729	459	536	2366	1535	2056	565
Gene_10730	1	0	0	0	0	0
Gene_10731	46	23	0	0	9	7
Gene_10732	0	1	3	1	0	4
Gene_10733	1	1	4	0	0	0
Gene_10734	252	236	308	428	513	363
Gene_10735	0	0	3	0	0	0
Gene_10736	451	540	3960	1436	763	590
Gene_10737	4	5	17	8	11	17
Gene_10738	25	23	74	10	125	55
Gene_10739	1752	1549	337	433	26	226
Gene_10740	1	0	2	1	0	1
Gene_10741	9	7	71	4	9	4
Gene_10742	0	0	2	0	0	1
Gene_10743	4	2	16	0	2	1
Gene_10744	316	211	489	63	227	179
Gene_10745	38	31	30	21	11	7
Gene_10746	119	104	1019	643	379	588
Gene_10747	84	61	233	53	80	112
Gene_10748	5	5	17	7	1	5
Gene_10749	1	1	15	19	8	2
Gene_10750	79	63	110	214	216	195
Gene_10751	48	56	97	147	87	73
Gene_10752	66	72	94	55	114	200
Gene_10753	171	142	412	291	342	355
Gene_10754	406	490	1205	3931	4924	1364
Gene_10755	20	10	40	53	10	10
Gene_10756	36	44	48	17	49	30
Gene_10757	0	2	0	1	0	0
Gene_10758	106	53	467	83	149	243
Gene_10759	9	8	60	56	18	11
Gene_10760	43	95	117	80	183	59
Gene_10761	99	109	628	100	142	87
Gene_10762	0	0	3	0	1	0
Gene_10763	60	47	135	73	145	300
Gene_10764	141	170	929	132	661	211
Gene_10765	101	71	987	879	168	236
Gene_10766	37	61	54	20	28	17
Gene_10767	26	35	122	48	64	46
Gene_10768	0	0	3	73	0	1
Gene_10769	1	0	108	337	0	72
Gene_10770	1	0	2	9	0	0
Gene_10771	9	13	4	0	10	1
Gene_10772	14	31	298	104	43	30
Gene_10773	8	4	55	105	39	79
Gene_10774	1	3	2	0	0	1
Gene_10775	915	847	4544	2245	1519	1124
Gene_10776	1	1	1	2	0	1
Gene_10777	5	3	0	1	0	4
Gene_10778	4	9	39	40	8	18
Gene_10779	142	159	204	250	608	272
Gene_10780	259	186	329	800	1430	457
Gene_10781	5	5	0	2	9	4
Gene_10782	56	82	404	285	249	126
Gene_10783	16	3	55	3	16	31
Gene_10784	5	4	65	59	26	38
Gene_10785	1	2	19	10	12	3
Gene_10786	29	14	38	12	9	26
Gene_10787	388	289	898	657	1965	503
Gene_10788	84	84	300	340	314	258
Gene_10789	1	2	64	0	2	5
Gene_10790	397	326	721	767	1050	552
Gene_10791	51	42	41	140	42	92
Gene_10792	11	5	41	9	30	11
Gene_10793	76	66	744	796	716	372
Gene_10794	41	42	73	71	273	109
Gene_10795	41	43	72	60	172	71
Gene_10796	57	76	375	93	43	100
Gene_10797	7	4	163	35	16	19
Gene_10798	1	0	3	0	2	0
Gene_10799	1	0	72	1	9	28
Gene_10800	77	60	165	157	146	161
Gene_10801	0	5	18	25	0	1
Gene_10802	3	5	5	18	6	7
Gene_10803	104	25	140	10	104	45
Gene_10804	34	22	66	142	78	24
Gene_10805	4	3	2	0	1	1
Gene_10806	3	13	10	15	13	21
Gene_10807	33	13	78	71	61	61
Gene_10808	6	0	0	0	0	7
Gene_10809	12	14	22	9	18	14
Gene_10810	31	53	10	20	0	11
Gene_10811	4	12	8	3	39	6
Gene_10812	216	158	452	271	358	333
Gene_10813	135	164	696	625	406	60
Gene_10814	32	26	59	23	16	47
Gene_10815	0	0	1	0	0	0
Gene_10816	24	18	45	94	36	34
Gene_10817	6	7	21	6	3	7
Gene_10818	0	0	207	543	9	16
Gene_10819	77	89	234	317	19	64
